match_api_id,home_formation_by_X,away_formation_by_X,home_formation_by_Y,away_formation_by_Y
1224073,433,442,433,442
1224074,433,433,433,433
1224075,4321,433,451,433
1224076,4231,433,451,433
1224077,4141,4141,451,451
1224078,4321,433,433,433
1224079,4231,4231,451,451
1224080,532,442,532,442
1224081,532,541,532,541
1224082,433,451,433,451
1224083,352,352,352,352
1224084,2152,442,352,442
1224085,532,532,532,532
1224086,343,352,343,352
1224087,442,433,442,433
1224088,442,4321,442,451
1224089,442,442,442,442
1224090,433,4231,433,451
1224091,4231,4231,451,451
1224092,4231,4231,451,451
1224093,433,433,433,433
1224094,442,4141,442,451
1224095,433,4141,433,451
1224096,442,4141,442,451
1224097,442,433,442,433
1224098,4141,433,451,433
1224099,451,451,451,451
1224100,433,433,433,433
1224101,4141,433,451,433
1224102,433,433,433,433
1224103,4231,4231,451,451
1224104,433,433,433,433
1224105,433,442,433,442
1224106,4141,4141,451,451
1224107,4231,4231,451,451
1224108,433,442,433,442
1224109,442,4141,442,451
1224110,4231,442,451,442
1224111,4141,433,451,433
1224112,442,4141,442,451
1224113,4141,4141,451,451
1224114,433,433,433,433
1224115,433,433,433,433
1224116,442,433,442,433
1224117,433,433,433,433
1224118,433,433,433,433
1224119,433,4231,433,451
1224120,442,433,442,433
1224121,4321,433,451,433
1224122,433,442,433,442
1224123,4141,4141,451,451
1224124,433,433,433,433
1224125,433,4141,433,451
1224126,343,442,343,442
1224127,442,433,442,433
1224128,433,433,433,433
1224129,433,442,433,442
1224130,433,433,433,433
1224131,442,442,442,442
1224132,433,433,433,433
1224133,4141,433,451,433
1224134,442,442,442,442
1223991,442,4321,442,433
1223992,451,451,451,451
1223993,442,433,442,433
1223994,442,442,442,442
1223995,433,442,433,442
1223996,442,433,442,433
1223997,442,4141,442,451
1223998,41221,4411,451,442
1224135,442,442,442,442
1224137,442,442,442,442
1224138,433,4141,433,451
1224139,442,4231,442,451
1224140,4321,442,451,442
1224141,433,442,433,442
1224142,442,4231,442,451
1224143,352,442,352,442
1224144,433,433,433,433
1224145,4141,442,451,442
1224146,433,433,433,433
1224147,4141,433,451,433
1224148,4141,433,451,433
1224149,4141,442,451,442
1224150,4141,4141,451,451
1224151,352,541,352,541
1224152,442,4231,442,451
1224153,352,532,352,532
1224154,532,433,532,433
1224156,451,433,451,433
1224157,3511,442,352,442
1224158,442,442,442,442
1224159,433,3133,433,433
1224160,4231,433,451,433
1224161,4141,442,451,442
1224162,433,433,433,433
1224163,4231,4321,451,433
1224165,433,4231,433,451
1224166,4321,433,433,433
1224167,433,451,433,451
1224168,442,433,442,433
1224169,4231,4141,451,451
1224170,4321,433,451,433
1224171,433,4222,433,451
1224173,433,433,433,433
1224174,433,433,433,433
1224175,433,442,433,442
1224176,442,442,442,442
1224177,4321,4411,433,442
1224178,442,442,442,442
1224179,442,442,442,442
1224181,4411,442,442,442
1224182,442,442,442,442
1224183,433,433,433,442
1224184,442,442,442,442
1224185,442,442,442,442
1224186,442,4231,442,451
1224188,442,433,442,433
1224189,3133,433,433,433
1224190,433,442,433,442
1224191,4231,4231,451,451
1224192,442,442,442,442
1224193,4141,4141,451,451
1224194,442,4411,442,442
1224196,442,442,442,442
1224197,433,433,433,433
1224198,433,442,433,442
1224199,4321,4321,451,451
1224200,442,3133,442,442
1224201,4231,4312,451,433
1224203,442,31141,442,451
1224204,4141,4141,451,451
1224205,442,433,442,433
1224207,4411,4321,442,442
1224208,442,442,442,442
1224209,442,433,442,433
1224210,4141,442,451,442
1224213,442,442,442,442
1224214,4312,4411,442,442
1223999,433,4231,433,451
1224000,442,4321,442,451
1224001,433,433,433,433
1224002,433,433,433,433
1224003,442,442,442,442
1224004,4141,4141,451,451
1224005,433,343,433,433
1224006,4132,442,451,442
1224216,442,433,442,433
1224217,433,433,433,433
1224218,442,442,442,442
1224219,442,442,442,442
1224222,433,4141,433,451
1224007,4141,4141,451,451
1224008,442,4231,442,451
1224009,541,4231,541,451
1224010,4231,4231,451,451
1224011,4231,4141,451,451
1224012,4231,4231,451,451
1224013,3331,3133,451,433
1224014,442,3241,442,451
1224015,4231,433,451,433
1224016,442,4321,442,451
1224017,4141,4321,451,451
1224018,4231,541,451,541
1224019,433,442,433,442
1224020,442,4321,442,433
1224021,4231,433,451,433
1224022,4321,21421,451,451
1224023,4231,4231,451,451
1224024,442,442,442,442
1224025,541,451,541,451
1224026,352,352,352,352
1224027,4231,4231,451,451
1224028,433,433,433,433
1224029,442,442,442,442
1224031,442,442,442,442
1224032,433,352,433,352
1224033,433,4231,433,451
1224034,442,4312,442,442
1224035,442,4141,442,451
1224036,4231,31231,451,451
1224037,352,541,352,541
1224038,4411,4411,442,442
1224039,442,343,442,343
1224040,451,433,451,433
1224041,4231,4231,451,451
1224042,541,352,541,352
1224043,4231,442,451,442
1224044,442,442,442,442
1224045,352,442,352,442
1224046,442,352,442,352
1224047,442,4231,442,451
1224048,433,433,433,433
1224049,4231,433,451,433
1224050,442,433,442,433
1224051,4231,3142,451,442
1224052,433,442,433,442
1224053,41311,4231,451,451
1224054,4231,4231,451,451
1677179,442,343,442,343
1677180,541,433,541,433
1677181,4312,532,442,532
1677182,433,352,433,352
1677183,442,442,442,442
1677184,442,4231,442,451
1677185,442,1342,442,442
1677186,4231,442,451,442
1677188,4231,4231,451,451
1677189,442,442,442,442
1677190,4231,4231,451,451
1717817,442,4411,442,442
1717818,532,4411,532,442
1717819,4411,532,442,532
1717820,4312,4411,442,442
1717822,4231,442,451,442
1717823,442,442,442,442
1717824,4411,4411,442,442
1717889,433,442,433,442
1717890,442,4231,442,451
1717891,4411,4411,442,442
1717892,21331,4411,442,442
1717893,4411,442,442,442
1717894,4411,4141,442,451
1717895,541,343,541,343
1717896,13132,3331,442,451
1717897,442,4231,442,451
1717898,42121,442,433,442
1717899,433,433,433,433
1717900,4231,4231,451,451
1717901,4231,4231,451,451
1717902,433,343,433,343
1717903,3412,433,343,433
1717904,4231,433,451,433
1717905,4231,4231,451,451
1717906,442,4231,442,451
1717907,433,433,433,433
1717908,4411,4321,442,451
1717909,4141,4411,451,442
1717910,532,3412,532,343
1717911,433,343,433,343
1717912,433,433,433,433
1717913,433,4231,433,451
1717914,433,433,433,433
1717915,433,442,433,442
1717916,4231,4231,451,451
1717918,4231,442,451,442
1717919,3412,433,343,433
1717920,4231,442,451,442
1717922,442,41212,442,433
1717923,433,433,433,433
1717924,4141,442,451,442
1717925,433,433,433,433
1717926,4231,4231,451,451
1717927,4231,4231,451,451
1717928,433,433,433,433
1717929,433,3412,433,343
1717930,442,442,442,442
1717931,433,442,433,442
1717932,433,4141,433,451
1717933,4231,4231,451,451
1717935,4231,4231,451,451
1717936,532,4231,532,451
1717939,442,433,442,433
1717940,4231,4231,451,451
1717941,442,4141,442,451
1717942,4231,42211,451,451
1717943,4231,4231,451,451
1717944,4231,4231,451,451
1717945,4231,4231,451,451
1717946,442,4231,442,451
1717947,4141,343,451,343
1717948,442,442,442,442
1717950,4231,4231,451,451
1717952,4231,442,451,442
1717953,4231,4231,451,451
1717954,4231,442,451,442
1717955,4231,4231,451,451
1717956,4231,4231,451,451
1717957,4231,4231,451,451
1717958,433,433,433,433
1717959,4231,442,451,442
1717960,4141,442,451,442
1717961,4231,4231,451,451
1717962,4231,4231,451,451
1717963,442,433,442,433
1717964,4231,433,451,433
1717965,442,433,442,433
1717966,442,433,442,433
1717967,442,442,442,442
1717968,442,442,442,442
1717825,433,433,433,433
1717826,442,4411,442,442
1717827,3412,4141,343,451
1717828,433,442,433,442
1717829,451,442,451,442
1717830,442,532,442,532
1717832,41212,442,433,442
1717969,433,442,433,442
1717970,433,4231,433,451
1717971,4231,4231,451,451
1717972,442,442,442,442
1717975,442,352,442,352
1717976,541,4231,541,451
1717977,4231,4231,451,451
1717978,4231,4231,451,451
1717979,4231,442,451,442
1717980,4231,4231,451,451
1717981,343,4231,343,451
1717982,3412,433,343,433
1717983,442,4231,442,451
1717984,4231,4231,451,451
1717985,433,41212,433,433
1717986,433,433,433,433
1717987,433,442,433,442
1717988,442,433,442,433
1717989,4231,352,451,352
1717990,433,433,433,433
1717991,4231,4231,451,451
1717992,442,4231,442,451
1717993,31231,433,451,433
1717994,433,442,433,442
1717995,41212,433,433,433
1717996,442,4141,442,451
1717997,4231,4231,451,451
1717998,3412,442,343,442
1718000,433,4222,433,442
1718001,4231,442,451,442
1718002,4231,442,451,442
1718003,433,433,433,433
1718005,433,352,433,352
1718006,433,442,433,442
1718007,4141,433,451,433
1718008,433,3412,433,343
1718010,442,4213,442,433
1718011,343,4141,343,451
1718012,442,343,442,433
1718013,442,433,442,433
1718014,4231,4231,451,451
1718015,532,433,532,433
1718016,433,433,433,433
1718017,433,3313,433,343
1718018,4231,4231,451,451
1718019,442,352,442,352
1718020,343,4411,343,442
1718021,433,433,433,433
1718023,4141,442,451,442
1718024,433,4231,433,451
1718025,4231,4231,451,451
1718026,442,433,442,433
1718027,433,4231,433,451
1718028,433,442,433,442
1718029,433,4231,433,451
1718030,442,4141,442,451
1718032,433,352,433,352
1718034,4231,4231,451,451
1718035,442,4231,442,451
1718036,433,433,433,433
1718037,4231,352,451,352
1718039,433,442,433,442
1718040,4231,352,451,352
1718041,442,442,442,442
1718042,2242,442,442,442
1718043,433,433,433,433
1718044,4231,4231,451,451
1718045,4231,4231,451,451
1718046,442,4213,442,433
1718047,442,433,442,433
1718048,532,442,532,442
1717833,442,4231,442,451
1717834,442,4231,442,451
1717835,442,433,442,433
1717836,4231,41311,451,451
1717837,4231,4231,451,451
1717838,4132,4231,451,451
1717839,42121,442,433,442
1717840,4231,4231,451,451
1718049,433,442,433,442
1718050,433,343,433,343
1718051,4231,4231,451,451
1718052,442,442,442,442
1718053,433,4231,433,451
1718054,433,3412,433,343
1718055,4231,4231,451,451
1718056,433,442,433,442
1717841,4321,4231,451,451
1717842,442,4231,442,451
1717843,4411,433,442,433
1717844,442,433,442,433
1717845,433,442,433,442
1717846,4321,433,433,433
1717847,4321,442,451,442
1717848,442,442,442,442
1717849,442,4141,442,451
1717850,442,4141,442,451
1717851,4231,4231,451,451
1717852,4231,4231,451,451
1717853,4231,433,451,433
1717854,433,4231,433,451
1717855,41212,442,433,442
1717856,4231,4231,451,451
1717857,4231,442,451,442
1717858,433,433,433,433
1717859,4231,4231,451,451
1717860,442,4231,442,451
1717863,4231,442,451,442
1717864,343,4141,343,451
1717865,442,433,442,433
1717866,4411,4411,442,442
1717868,4411,4411,442,442
1717869,4123,433,433,433
1717870,433,433,433,433
1717871,4411,4411,442,442
1717872,4411,442,442,442
1717873,13312,312121,442,451
1717874,442,4141,442,451
1717875,4231,3412,451,343
1717876,4231,4231,451,451
1717877,4231,4231,451,451
1717879,4231,4231,451,451
1717880,4312,2233,433,433
1717881,442,4231,442,451
1717882,442,4231,442,451
1717883,3412,433,343,433
1717884,433,433,433,433
1717885,4231,442,451,442
1717886,4231,4231,451,451
1717887,532,433,532,433
1717888,4141,433,451,433
1979832,433,433,433,433
1979833,442,433,442,433
1979834,4231,4231,451,451
1979835,433,352,433,352
1979836,4231,4231,451,451
1979837,532,433,532,433
1979838,442,442,442,442
1979839,4231,4231,451,451
1979896,442,541,442,541
1979897,352,22231,352,451
1979898,4231,4231,451,451
1979899,433,442,433,442
1979900,442,433,442,433
1979901,433,433,433,433
1979902,433,4231,433,451
1979903,433,4222,433,442
1979904,433,4231,433,451
1979905,41212,532,433,532
1979906,541,4141,541,451
1979907,433,4231,433,451
1979908,433,532,433,532
1979909,4231,442,451,442
1979910,433,433,433,433
1979911,433,433,433,433
1979912,442,433,442,433
1979913,343,41212,343,433
1979914,442,4123,442,433
1979915,3412,4231,343,451
1979916,442,4312,442,442
1979917,4231,4231,451,451
1979918,433,4231,433,451
1979919,451,442,451,442
1979920,433,433,433,433
1979921,343,352,433,352
1979922,433,433,433,433
1979923,13312,41221,433,433
1979924,451,433,451,433
1979925,433,541,433,541
1979926,4231,4141,451,451
1979927,433,433,433,433
1979928,451,433,451,433
1979929,433,433,433,433
1979930,433,442,433,442
1979931,433,4231,433,451
1979932,433,433,433,433
1979933,433,343,433,343
1979934,433,433,433,433
1979935,442,433,442,433
1979936,433,433,433,433
1979937,442,4231,442,451
1979938,352,433,352,433
1979939,4411,4411,442,442
1979940,433,433,433,433
1979941,4411,4411,442,442
1979942,433,433,433,433
1979943,442,442,442,442
1979944,4231,4231,451,451
1979945,4231,4231,451,451
1979946,532,442,532,442
1979947,433,433,433,433
1979948,451,442,451,442
1979949,4231,4231,451,451
1979951,442,433,442,433
1979953,433,433,433,433
1979954,532,4231,532,451
1979955,433,433,433,433
1979956,433,433,433,433
1979957,442,442,442,442
1979958,442,4231,442,451
1979959,451,442,451,442
1979960,4231,4231,451,451
1979961,532,433,532,433
1979962,4321,4321,451,451
1979963,4231,4231,451,451
1979964,451,541,451,541
1979965,442,4231,442,451
1979967,433,433,433,433
1979968,442,4231,442,451
1979969,433,433,433,433
1979970,532,442,532,442
1979971,442,4231,442,451
1979972,4231,442,451,442
1979974,433,433,433,433
1979975,433,433,433,433
1979840,352,442,352,442
1979841,433,532,433,532
1979842,442,433,442,433
1979843,4231,442,451,442
1979844,4141,433,451,433
1979845,433,433,433,433
1979846,433,4141,433,451
1979847,4231,4231,451,451
1979976,433,442,433,442
1979977,343,541,343,541
1979978,433,433,433,433
1979979,4231,4231,451,451
1979980,433,433,433,433
1979981,442,433,442,433
1979983,4231,4231,451,451
1979984,442,14221,442,451
1979985,41221,433,451,433
1979986,532,343,532,343
1979987,433,433,433,433
1979988,131221,13321,451,451
1979989,433,433,433,433
1979990,442,4231,442,451
1979992,433,433,433,433
1979994,433,433,433,433
1979995,4231,4231,451,451
1979996,433,433,433,433
1979997,442,433,442,433
1979999,433,532,433,532
1980000,442,442,442,442
1980001,4231,4141,451,451
1980002,433,433,433,433
1980003,433,433,433,433
1980004,4231,4231,451,451
1980005,3133,433,433,433
1980006,4231,4231,451,451
1980007,433,433,433,433
1980008,433,433,433,433
1980009,3412,433,343,433
1980010,4141,433,451,433
1980011,4231,4231,451,451
1980012,433,3412,433,352
1980014,4231,433,451,433
1980015,4222,4231,451,451
1980016,4411,343,442,343
1980017,433,442,433,442
1980018,532,3133,532,433
1980019,4213,433,433,433
1980020,3331,433,451,433
1980021,442,4231,442,451
1980022,4231,4411,451,442
1980024,433,433,433,433
1980025,352,532,352,532
1980026,442,433,442,433
1980027,4231,4231,451,451
1980028,433,4231,433,451
1980030,41221,442,451,442
1980031,4321,433,433,433
1980032,433,433,433,433
1980033,433,4222,433,442
1980034,433,4231,433,451
1980035,433,433,433,433
1980037,4141,442,451,442
1980038,352,442,352,442
