match_api_id,home_formation_by_X,away_formation_by_X,home_formation_by_Y,away_formation_by_Y
840185,442,4411,442,442
840186,442,4411,442,442
840187,442,4231,442,451
840188,442,442,442,442
840189,442,4411,442,442
840190,4231,442,451,442
840191,442,4231,442,451
840192,442,4231,442,451
840193,433,442,433,442
840194,433,451,433,451
840195,4231,442,451,442
840196,4411,442,442,442
840197,442,442,442,442
840198,4231,442,451,442
840199,442,442,442,442
840200,4411,4231,442,451
840202,433,442,433,442
840203,4231,4411,451,442
840204,433,4411,433,442
840205,4411,433,442,433
840206,442,433,442,433
840207,433,4231,433,451
840208,442,451,442,451
840209,4411,4231,442,451
840210,442,451,442,451
840212,442,442,442,442
840213,442,451,442,451
840214,442,4141,442,541
840215,4231,433,451,433
840216,442,4411,442,442
840217,451,442,451,442
840218,4231,4411,451,442
840219,4411,4411,442,442
840220,442,442,442,442
840222,433,442,433,442
840223,451,433,451,433
840224,433,442,433,442
840225,433,433,433,433
840226,442,4411,442,442
840227,451,4411,451,442
840228,433,442,433,442
840229,4411,442,442,442
840230,442,4411,442,442
840231,442,4411,442,442
840232,442,4231,442,451
840233,442,4231,442,451
840234,442,4231,442,451
839844,4231,442,451,442
839845,4411,433,442,433
839846,4411,433,442,433
839847,4411,442,442,442
839848,451,451,451,451
839849,442,442,442,442
839850,4411,4231,442,451
839851,442,442,442,442
839852,442,4411,442,442
839853,532,442,532,442
839854,442,4231,442,451
839855,442,4231,442,451
839856,442,451,442,451
839857,4411,442,442,442
839858,4411,4411,442,442
839859,451,4411,451,442
839860,451,4411,451,442
839861,442,433,442,433
839862,532,4231,532,451
839863,433,4141,433,541
839864,4231,451,451,451
839865,4411,442,442,442
839866,442,4411,442,442
839867,4411,442,442,442
839868,4141,433,541,433
839869,442,4411,442,442
839870,4411,4411,442,442
839871,451,451,451,451
839872,442,442,442,442
839873,433,451,433,451
839874,4231,433,451,433
839875,4141,433,541,433
839876,442,451,442,451
839877,442,442,442,442
839878,4231,4231,451,451
839879,4411,4411,442,442
839880,451,442,451,442
839881,442,451,442,451
839882,433,442,433,442
839883,433,4231,433,451
839884,442,451,442,451
839885,433,4411,433,442
839886,4411,433,442,433
839887,4411,4411,442,442
839888,4312,451,712,451
839889,442,442,442,442
839890,451,4231,451,451
839891,442,4411,442,442
839892,442,442,442,442
839893,4231,442,451,442
839894,4231,451,451,451
839895,4231,4411,451,442
839896,4411,4411,442,442
839897,433,442,433,442
839898,4231,4231,451,451
839899,4411,433,442,433
839900,451,451,451,451
839901,4411,442,442,442
839902,442,442,442,442
839903,433,451,433,451
1024172,433,442,433,442
1024173,442,442,442,442
1024175,4411,4411,442,442
1024179,433,4231,433,451
1024182,442,4231,442,451
1024183,4231,4132,451,532
1024186,442,433,442,433
1024188,4411,4411,442,442
1024191,4411,442,442,442
1024192,4231,41212,451,523
1024671,4123,4123,523,523
1024675,4411,4411,442,442
1024682,451,451,451,451
1024686,4411,4411,442,442
1024692,4411,442,442,442
1024695,442,442,442,442
1024700,451,451,451,451
1024707,4411,4231,442,451
1024712,451,442,451,442
1024718,433,442,433,442
1024733,433,442,433,442
1024737,4411,4123,442,523
1024745,3142,442,442,442
1024748,442,4411,442,442
1024753,442,433,442,433
1024759,4231,442,451,442
1024765,442,451,442,451
1024773,4411,442,442,442
1024777,442,4123,442,523
1024787,4123,4231,523,451
1024792,4411,451,442,451
1024795,4231,4411,451,442
1024798,4411,4123,442,523
1024804,442,442,442,442
1024809,442,442,442,442
1024815,433,442,433,442
1024820,4411,442,442,442
1024822,4411,442,442,442
1024825,4123,4411,523,442
1024830,4231,442,451,442
1024834,442,4411,442,442
1024837,442,451,442,451
1024841,4141,4231,541,451
1024845,4411,4411,442,442
1024848,442,31411,442,442
1024851,4411,4411,442,442
1024865,4411,4123,442,523
1024868,451,4231,451,451
1024871,4411,4411,442,442
1024882,433,4231,433,451
1024891,4411,4411,442,442
1024895,4231,442,451,442
1024899,4231,451,451,451
1024905,4411,4123,442,523
1024907,442,451,442,451
1024910,442,442,442,442
1024913,4123,4123,523,523
1024915,442,4411,442,442
1024920,4123,4411,523,442
1024923,442,442,442,442
1024930,4123,4231,523,451
1024934,442,4411,442,442
1024940,4411,442,442,442
1024943,442,442,442,442
1024952,4411,4411,442,442
1024958,4411,4411,442,442
1024965,442,451,442,451
1024973,442,451,442,451
1024977,4411,442,442,442
1024983,4411,4411,442,442
1024987,442,442,442,442
1024992,4231,4123,451,523
1025001,4411,4411,442,442
1025006,4411,4411,442,442
1025009,5311,4123,532,523
1025011,442,4411,442,442
1025019,4411,4411,442,442
1025023,4411,4123,442,523
1025028,343,442,343,442
1025033,442,442,442,442
1025040,451,4123,451,523
1025046,4231,442,451,442
1025054,442,4411,442,442
1025058,4231,4411,451,442
1025063,442,442,442,442
1025078,451,451,451,451
1025081,442,442,442,442
1025084,4123,4141,523,541
1025090,442,451,442,451
1025092,442,3511,442,352
1025098,433,4231,433,451
1025102,4411,442,442,442
1025108,4411,4411,442,442
1025117,442,4231,442,451
1025124,4411,4411,442,442
1025131,442,442,442,442
1025137,4123,4231,523,451
1025141,442,451,442,451
1025144,442,451,442,451
1025149,433,4141,433,541
1025153,4411,3511,442,352
1025157,4231,4231,451,451
1025173,442,451,442,451
1024285,4231,4141,451,541
1024290,442,4411,442,442
1024295,442,4312,442,712
1024299,433,4411,433,442
1024304,4411,4141,442,541
1024308,442,4231,442,451
1024313,442,442,442,442
1024315,4411,4231,442,451
1024321,4231,4231,451,451
1024324,442,442,442,442
1025185,4231,433,451,433
1025191,4141,442,541,442
1025198,442,451,442,451
1025202,4231,433,451,433
1025207,4231,4141,451,541
1025212,442,442,442,442
1025216,4231,442,451,442
1025222,3421,4411,343,442
1025228,4411,4231,442,451
1025240,4411,442,442,442
1025244,4141,433,541,433
1025248,433,4411,433,442
1025251,451,4411,451,442
1025255,442,4231,442,451
1025257,4411,442,442,442
1025260,4141,4231,541,451
1025261,4411,4411,442,442
1025265,532,433,532,433
1025274,433,4411,433,442
1025278,451,4231,451,451
1025282,4411,4141,442,541
1025287,4411,442,442,442
1025293,4231,4411,451,442
1025298,442,4123,442,523
1025300,442,451,442,451
1025308,4411,4141,442,541
1025314,4231,442,451,442
1025405,4411,4123,442,523
1025410,442,442,442,442
1025416,4411,442,442,442
1025419,433,4123,433,523
1025422,4411,451,442,451
1025424,4411,4411,442,442
1025436,4231,442,451,442
1025444,4411,442,442,442
1025448,4411,4231,442,451
1025469,4123,451,523,451
1025473,4231,4411,451,442
1025475,433,4231,433,451
1025479,4231,4411,451,442
1025483,442,4231,442,451
1025487,442,4411,442,442
1025489,442,451,442,451
1025492,442,4141,442,541
1025495,442,433,442,433
1025499,442,442,442,442
1025514,433,4231,433,451
1025515,4231,4411,451,442
1025517,4411,4411,442,442
1025520,4411,433,442,433
1025524,4141,442,541,442
1025531,4411,451,442,451
1025538,4411,4123,442,523
1025546,4411,442,442,442
1025549,442,442,442,442
1025552,442,451,442,451
1025556,4231,442,451,442
1025562,433,4411,433,442
1025567,442,4231,442,451
1025572,4231,4231,451,451
1025576,442,451,442,451
1025582,442,442,442,442
1025587,4132,442,532,442
1025592,4411,433,442,433
1025595,433,451,433,451
1025599,442,4411,442,442
1025621,4231,4411,451,442
1025630,4411,451,442,451
1025634,442,4123,442,523
1025637,4231,4321,451,451
1025640,442,442,442,442
1025644,442,4411,442,442
1025648,4411,4231,442,451
1025653,442,4411,442,442
1025658,433,433,433,433
1025665,442,451,442,451
1025678,4231,4231,451,451
1025682,4411,442,442,442
1025684,433,442,433,442
1025689,442,4411,442,442
1025693,4411,442,442,442
1025699,4411,451,442,451
1025704,442,442,442,442
1025709,4411,4141,442,541
1025716,451,4231,451,451
1025721,442,4411,451,442
1025729,442,442,442,442
1025735,4231,442,451,442
1025739,4411,4231,442,451
1025742,442,451,442,451
1025747,4231,433,451,433
1025752,442,451,442,451
1025756,442,4123,442,523
1025759,4411,4411,442,442
1025762,343,451,343,451
1025765,451,4231,451,451
1024328,442,442,442,442
1024332,442,4411,442,442
1024337,433,442,433,442
1024342,442,442,442,442
1024348,442,433,442,433
1024350,442,442,442,442
1024355,4231,442,451,442
1024358,4411,4231,442,451
1024363,442,4411,442,442
1024367,433,4231,433,451
1025771,4231,4411,451,442
1025780,433,451,433,451
1025783,433,4411,433,442
1025786,442,4231,442,451
1025790,4411,4411,442,442
1025794,442,442,442,442
1025796,4411,4231,442,451
1025802,442,442,442,442
1025805,4231,4231,451,451
1025810,4411,442,442,442
1025815,433,4231,433,451
1025820,4411,433,442,433
1025824,4411,442,442,442
1025829,4411,442,442,442
1025832,4231,4411,451,442
1025836,433,433,433,433
1025842,4411,4231,442,451
1025845,433,4231,433,451
1025848,343,4411,343,442
1025851,442,442,442,442
1025864,433,4231,433,451
1025867,433,4411,433,442
1025874,4231,343,451,343
1025879,4123,4411,523,442
1025884,4231,451,451,451
1025886,4411,4411,442,442
1025890,4411,442,442,442
1025894,4411,433,442,433
1025898,4231,433,451,433
1025902,433,4411,433,442
1025915,442,442,442,442
1025919,4411,442,442,442
1025923,451,4411,451,442
1025927,4411,4231,442,451
1025931,442,451,442,451
1025935,433,433,433,433
1025938,442,442,442,442
1025942,343,4231,343,451
1025946,4411,4231,442,451
1025952,4231,343,451,343
1025958,442,4411,442,442
1025961,4231,433,451,433
1025964,442,4411,442,442
1025969,442,451,442,451
1025975,442,4231,442,451
1025978,442,4231,442,451
1025982,442,451,442,451
1025987,4411,442,442,442
1025993,4411,433,442,433
1025999,4231,433,451,433
1026004,442,4411,442,442
1026009,4411,4411,442,442
1026016,451,433,451,433
1026023,4411,343,442,343
1026027,442,451,442,451
1026031,4411,4231,442,451
1026042,442,4411,442,442
1026044,451,4411,451,442
1026048,4411,4231,442,451
1026055,433,433,433,433
1026060,4411,4411,442,442
1026062,4231,451,451,451
1026067,4231,4231,451,451
1026072,442,4231,442,451
1026075,4411,442,442,442
1026081,343,442,343,442
1026084,4411,4411,442,442
1026089,442,442,442,442
1026093,343,433,343,433
1026108,4231,4231,451,451
1026112,4411,4411,442,442
1026118,433,343,433,343
1026122,442,442,442,442
1026125,4411,4411,442,442
1026131,442,4231,442,451
1026135,4411,433,442,433
1026141,433,4231,433,451
1026146,4411,433,442,433
1026150,442,4411,442,442
1026161,433,4411,433,442
1026165,4411,442,442,442
1026167,4231,442,451,442
1026180,442,442,442,442
1026183,4411,442,442,442
1026188,4411,4231,442,451
1026194,4231,442,451,442
1026201,4411,4411,442,442
1026210,343,442,343,442
1024396,4231,433,451,433
1024401,442,442,442,442
1024403,4411,433,442,433
1024407,4411,4231,442,451
1024412,4312,451,712,451
1024415,442,442,442,442
1024417,451,442,451,442
1024421,442,4411,442,442
1024424,4411,433,442,433
1024427,442,442,442,442
1024438,4231,442,451,442
1024440,451,4231,451,451
1024443,442,442,442,442
1024445,4411,433,442,433
1024449,442,4231,442,451
1024452,4411,433,442,433
1024455,4411,442,442,442
1024459,4231,442,451,442
1024464,442,442,442,442
1024468,442,433,442,433
1024479,4231,451,451,451
1024482,433,433,433,433
1024484,442,451,442,451
1024490,4231,4231,451,451
1024492,442,4411,442,442
1024497,442,4411,442,442
1024502,4231,433,451,433
1024506,442,4411,442,442
1024510,433,4411,433,442
1024515,433,4411,433,442
1024525,433,451,433,451
1024531,451,4231,451,451
1024534,442,433,442,433
1024537,4411,442,442,442
1024539,442,4411,442,442
1024542,442,4411,442,442
1024545,442,442,442,442
1024547,433,4411,433,442
1024549,442,4123,442,523
1024554,442,442,442,442
1024563,4123,451,523,451
1024568,433,4411,433,442
1024573,4231,4411,451,442
1024576,4231,4321,451,451
1024581,442,4231,442,451
1024589,4411,4231,442,451
1024595,4411,451,442,451
1024601,4411,442,442,442
1024605,451,451,451,451
1024609,4231,4411,451,442
1024614,4123,451,523,451
1024627,433,442,433,442
1024632,4411,4411,442,442
1024635,442,4411,442,442
1024638,442,4411,442,442
1024644,442,442,442,442
1024649,4411,433,442,433
1024654,442,433,442,433
1024658,4411,4123,442,523
1024662,442,451,442,451
1228229,433,451,433,451
1228230,4411,4132,442,451
1228231,442,4411,442,442
1228232,442,4321,442,433
1228233,442,4231,442,451
1228234,4411,4213,442,433
1228235,442,442,442,442
1228236,433,433,433,433
1228237,433,4411,433,442
1228238,343,4231,343,451
1229196,442,442,442,442
1229197,433,433,433,433
1229198,4411,4231,442,451
1229199,4411,433,442,433
1229200,451,442,451,442
1229201,442,442,442,442
1229202,451,4231,451,451
1229204,4231,3421,451,343
1229205,442,442,442,442
1229206,433,4231,433,451
1229208,4231,4411,451,442
1229209,433,4231,433,451
1229210,4231,4231,451,451
1229211,4411,4411,442,442
1229212,4231,4231,451,451
1229213,442,4411,442,442
1229214,442,4411,442,442
1229215,442,433,442,433
1229216,4231,4411,451,442
1229217,343,4231,343,451
1229218,4231,442,451,442
1229219,4411,4411,442,442
1229220,343,343,343,343
1229221,4231,4231,451,451
1229222,442,442,442,442
1229223,4411,442,442,442
1229224,451,4411,451,442
1229226,442,4411,442,442
1229227,442,433,442,433
1229228,433,433,433,433
1229229,4231,4231,451,451
1229230,433,4231,433,451
1229231,4411,4231,442,451
1229232,4231,4231,451,451
1229233,4231,442,451,442
1229234,4411,442,442,442
1229235,4231,4231,451,451
1229236,451,451,451,451
1229237,4231,433,451,433
1229238,343,442,343,442
1229239,4231,442,451,442
1229240,41212,4411,523,442
1229241,4231,4411,451,442
1229242,4411,442,442,442
1229243,4411,4231,442,451
1229244,451,442,451,442
1229245,442,433,442,433
1229246,4411,4231,442,451
1229247,433,442,433,442
1229249,4411,4231,442,451
1229250,433,442,433,442
1229251,442,4411,442,442
1229253,433,4411,433,442
1229254,4132,4411,532,442
1229255,451,343,451,343
1229256,4231,4411,451,442
1229257,433,433,433,433
1229258,442,433,442,433
1229259,4411,451,442,451
1229260,4231,4231,451,451
1229261,4231,442,451,442
1229262,352,451,352,451
1229264,442,442,442,442
1229265,442,433,442,433
1229267,4231,4411,451,442
1229268,4231,442,451,442
1229269,442,4231,442,451
1229270,4231,4411,451,442
1229271,4231,4231,451,451
1229272,2143,433,343,433
1229273,4231,4123,451,523
1229274,433,442,433,442
1229275,4411,4411,442,442
1229276,451,442,451,442
1229278,4411,343,442,343
1229279,442,442,442,442
1229280,4411,4123,442,523
1229281,433,4411,433,442
1229282,442,4231,442,451
1229283,442,442,442,442
1229284,4231,3421,451,343
1229285,433,451,433,451
1229286,4231,451,451,451
1229287,442,4141,442,451
1229288,4231,4411,451,442
1229289,4231,4411,451,442
1229290,442,442,442,442
1229291,451,4411,451,442
1229292,4411,442,442,442
1229294,343,4231,343,451
1229295,4231,451,451,451
1229297,4321,442,451,442
1229298,442,3511,442,352
1229299,4411,4231,442,451
1229300,442,433,442,433
1229301,4411,4231,442,451
1229302,4231,4231,451,451
1229303,4411,451,442,451
1229304,442,4231,442,451
1229305,451,442,451,442
1228290,442,442,442,442
1228291,4231,442,451,442
1228292,4231,3412,451,343
1228293,4231,4411,451,442
1228294,442,442,442,442
1228295,4411,343,451,343
1228296,442,4231,442,451
1228297,4411,4411,442,442
1228298,433,4141,433,451
1228299,4231,4231,451,451
1229306,4231,433,451,433
1229307,352,343,352,343
1229308,4231,4231,451,451
1229309,4411,442,442,442
1229310,4231,451,451,451
1229312,4411,4231,442,451
1229313,4231,4231,451,451
1229314,4231,4231,451,451
1229315,442,442,442,442
1229316,4411,442,442,442
1229317,4231,4123,451,523
1229318,4231,4411,451,442
1229319,4231,451,451,451
1229322,4231,4231,451,451
1229323,4231,4231,451,451
1229324,4411,442,442,442
1229325,442,451,442,451
1229326,451,4411,451,442
1229327,4231,4411,451,442
1229328,3412,4411,343,442
1229329,4231,4231,451,451
1229330,4312,4411,712,442
1229331,4411,433,442,433
1229332,442,352,442,352
1229333,4411,4141,442,451
1229334,4411,451,442,451
1229335,4123,442,523,442
1229336,451,442,451,442
1229337,4411,4411,442,442
1229338,4411,4411,442,442
1229340,4231,4231,451,451
1229341,433,4411,433,442
1229342,4231,442,451,442
1229343,442,442,442,442
1229344,4231,4411,451,442
1229345,4231,4231,451,451
1229346,4231,4231,451,451
1229347,4231,352,451,352
1229348,4231,4231,451,451
1229349,343,442,343,442
1229350,4231,433,451,433
1229351,532,4231,532,451
1229352,4231,4231,451,451
1229354,4411,4411,442,442
1229355,442,442,442,442
1229356,451,4231,451,451
1229357,352,352,352,352
1229358,451,4231,451,451
1229359,4411,451,442,451
1229360,4411,451,442,451
1229361,4231,451,451,451
1229362,4411,4231,442,451
1229363,4411,4231,442,451
1229364,4231,4231,451,451
1229365,442,4231,442,451
1229367,4411,4411,442,442
1229369,4141,4231,451,451
1229370,442,4231,442,451
1229371,433,442,433,442
1229372,352,4231,352,451
1229373,4231,451,451,451
1229374,4231,343,451,343
1229375,4231,4231,451,451
1229376,4411,4411,442,442
1229377,4411,4411,442,442
1229378,4231,4231,451,451
1229380,442,451,442,451
1229381,4411,4231,442,451
1229382,4231,4411,451,442
1229383,4231,4231,451,451
1229385,4231,433,451,433
1229386,4411,4231,442,451
1229387,4411,433,442,433
1229388,4231,4231,451,451
1229389,442,442,442,442
1229390,442,442,442,442
1229391,4231,442,451,442
1229392,451,343,451,343
1229393,442,442,442,442
1229394,433,4231,433,451
1229395,4231,4231,451,451
1229396,4231,4231,451,451
1229398,4411,442,442,442
1229400,4231,4321,451,442
1229401,4231,442,451,442
1229402,442,451,442,451
1229403,442,4411,442,442
1229404,4231,4231,451,451
1229405,4231,4231,451,451
1229406,343,433,343,433
1229407,433,442,433,442
1229408,442,4231,442,451
1229409,4231,4231,451,451
1229410,4231,3421,451,343
1229412,442,451,442,451
1229413,442,4231,442,451
1229414,442,442,442,442
1229415,4411,433,442,433
1229416,4231,4231,451,451
1229417,4231,4411,451,442
1228301,4231,4141,451,541
1228302,433,4231,433,451
1228303,4231,4231,451,451
1228304,433,4231,433,451
1228305,433,433,433,433
1228306,451,442,451,442
1228309,4231,4411,451,442
1228318,4231,4411,451,442
1228319,433,4132,433,532
1228320,343,433,343,433
1229418,433,433,433,433
1229419,4231,433,451,433
1229420,4411,343,442,343
1229421,442,451,442,451
1229422,442,433,442,433
1229423,442,451,442,451
1229424,442,4411,442,442
1229426,451,442,451,442
1229427,442,4411,442,442
1229428,343,4231,343,451
1229430,4231,4231,451,451
1229431,433,433,433,433
1229432,352,442,352,442
1229433,442,433,442,433
1229434,4231,4231,451,451
1229435,442,4231,442,451
1229436,4411,4231,442,451
1229437,442,451,442,451
1229438,433,442,433,442
1229439,343,4411,343,442
1229440,4231,4411,451,442
1229441,433,433,433,433
1229442,4231,4231,451,451
1229443,442,4411,442,442
1229444,442,4411,442,442
1229445,442,4231,442,451
1229446,4231,433,451,433
1229448,442,4411,442,442
1229449,4231,4411,451,442
1229450,442,442,442,442
1229451,4231,433,451,433
1229452,4231,4411,451,442
1229453,4231,4231,451,451
1229454,442,433,442,433
1229455,4411,352,442,352
1229456,4231,4411,451,442
1229457,4411,433,442,433
1229458,451,4231,451,451
1229459,451,442,451,442
1229460,4123,4231,523,451
1229461,4411,433,442,433
1229462,4231,4231,451,451
1229463,4231,4231,451,451
1229464,442,4231,442,451
1229465,442,442,442,442
1229466,442,4411,442,442
1229467,4231,451,451,451
1229468,4231,4231,451,451
1229469,442,4231,442,451
1229470,451,343,451,343
1229471,4231,4231,451,451
1229472,433,442,433,442
1229473,4231,442,451,442
1229475,442,4411,442,442
1229476,4231,4231,451,451
1229477,4231,4231,451,451
1229478,442,442,442,442
1229479,4231,4231,451,451
1229480,442,451,442,451
1229481,433,433,433,433
1229482,4411,442,442,442
1229483,4231,4411,451,442
1229484,433,4231,433,451
1229485,4411,433,442,433
1229486,442,4231,442,451
1229487,4411,442,442,442
1229488,4231,4231,451,451
1229490,4231,442,451,442
1229491,4231,433,451,433
1229492,442,4231,442,451
1229493,4231,343,451,343
1229494,433,4231,433,451
1229495,4411,442,442,442
1229496,4411,433,442,433
1229497,4231,4231,451,451
1229498,442,433,442,433
1229499,442,433,442,433
1229500,4411,433,442,433
1229501,442,4231,442,451
1229502,4411,451,442,451
1228307,442,4411,442,442
1228308,4213,442,433,442
1228310,4231,4411,451,442
1228311,433,4231,433,451
1228312,4411,451,442,451
1228313,451,4411,451,442
1228314,4231,442,451,442
1228315,4231,4312,451,712
1228316,433,442,433,442
1228317,343,433,343,433
1228325,4231,4141,451,451
1228329,4411,4231,442,451
1228331,451,433,451,433
1228335,442,4231,442,451
1228339,442,343,442,343
1228342,442,4231,442,451
1228346,4231,4231,451,451
1228349,451,451,451,451
1228351,451,4231,451,451
1228357,4411,433,442,433
1228367,4231,451,451,451
1228368,4213,4231,433,451
1228369,442,4231,442,451
1228372,433,442,433,442
1228377,442,442,442,442
1228380,4231,4411,451,442
1228383,442,442,442,442
1228388,4411,442,442,442
1228390,433,4411,433,442
1228391,442,442,442,442
1228402,433,4231,433,451
1228405,442,4411,442,442
1228407,4411,442,442,442
1228415,4231,4231,451,451
1228445,4411,4231,442,451
1228469,442,433,442,433
1228491,442,4231,442,451
1228519,442,442,442,442
1228544,451,4231,451,451
1228570,4411,343,442,343
1229162,4231,451,451,451
1229163,433,4231,433,451
1229164,451,442,451,442
1229165,442,4231,442,451
1229167,4411,4231,442,451
1229168,4231,442,451,442
1229169,442,433,442,433
1229170,433,4411,433,442
1229171,4231,433,451,433
1229172,343,442,343,442
1229174,442,433,442,433
1229175,433,451,433,451
1229176,4231,4231,451,451
1229177,442,451,442,451
1229178,442,4411,442,442
1229179,4411,433,442,433
1229180,451,343,451,343
1229181,4231,4231,451,451
1229182,4231,4231,451,451
1229184,4231,442,451,442
1229185,433,4411,433,442
1229186,4231,4231,451,451
1229187,4231,4411,451,442
1229189,4411,433,442,433
1229190,442,4141,442,451
1229191,442,442,442,442
1229192,442,442,442,442
1229193,442,4231,442,451
1229194,451,451,451,451
1229195,343,4231,343,451
1474058,4231,433,451,433
1474059,4231,451,451,451
1474061,4321,4231,451,451
1474065,433,433,433,433
1474068,4231,4231,451,451
1474070,4411,221212,442,442
1474077,4411,4411,442,442
1474079,4231,442,451,442
1474083,442,4231,442,451
1474085,433,4231,433,451
1474327,4231,352,451,352
1474329,451,4231,451,451
1474330,4231,4231,451,451
1474332,4231,4231,451,451
1474334,4411,442,442,442
1474337,442,442,442,442
1474339,442,4231,442,451
1474342,4231,4231,451,451
1474345,41311,3151,451,451
1474350,442,451,442,451
1474356,352,4141,352,451
1474361,4231,4231,451,451
1474364,433,4231,433,451
1474366,442,4231,442,451
1474368,4231,4231,451,451
1474371,4411,4213,442,433
1474372,4231,451,451,451
1474373,451,442,451,442
1474375,4231,451,451,451
1474378,4231,4222,451,442
1474384,4231,4231,451,451
1474387,4231,4231,451,451
1474391,4231,4231,451,451
1474394,4411,442,442,442
1474395,442,433,442,433
1474399,4231,4231,451,451
1474402,4222,4141,442,451
1474405,4231,451,451,451
1474406,4231,442,451,442
1474408,4231,4123,451,523
1474413,433,451,433,451
1474415,451,4231,451,451
1474418,4231,4231,451,451
1474420,442,442,442,442
1474422,352,433,352,433
1474424,4231,4231,451,451
1474427,442,4231,442,451
1474429,442,433,442,433
1474430,4231,4231,451,451
1474434,4231,4231,451,451
1474442,4231,352,451,352
1474455,4231,4411,451,442
1474459,4231,4231,451,451
1474464,4231,3511,451,352
1474465,4231,4141,451,451
1474470,4141,4231,451,451
1474474,442,442,442,442
1474476,4231,442,451,442
1474492,4231,4231,451,451
1474905,433,451,433,451
1474503,4231,4231,451,451
1474506,442,451,442,451
1474509,4231,433,451,433
1474511,4231,433,451,433
1474518,4231,433,451,433
1474520,4231,4231,451,451
1474521,4231,4231,451,451
1474522,442,4231,442,451
1474524,4231,352,451,352
1474527,4231,4231,451,451
1474533,433,4141,433,451
1474535,4231,4231,451,451
1474537,4231,442,451,442
1474550,4231,433,451,433
1474552,352,4231,352,451
1474553,4231,4231,451,451
1474554,442,4231,442,451
1474556,4411,451,442,451
1474560,4231,4231,451,451
1474563,4231,4231,451,451
1474570,4231,42211,451,451
1474571,442,4231,442,451
1474573,4231,442,451,442
1474575,4231,4231,451,451
1474576,4231,4231,451,451
1474577,4312,4222,712,442
1474578,4231,433,451,433
1474580,4141,442,451,442
1474583,4231,4231,451,451
1474585,4411,352,442,352
1474597,4411,4411,442,442
1474600,4231,4222,451,712
1474604,4231,4231,451,451
1474607,4231,433,451,433
1474610,352,4231,352,451
1474613,4231,4231,451,451
1474615,433,4231,433,451
1474618,442,433,442,433
1474624,442,442,442,442
1474626,4231,4231,451,451
1474640,433,4231,433,451
1474642,4231,4141,451,451
1474644,4231,4231,451,451
1474648,4231,4312,451,712
1474652,3142,3331,442,451
1474654,4231,451,451,451
1474656,4231,4321,451,451
1474659,4231,4231,451,451
1474663,4312,123211,442,451
1474666,4231,352,451,352
1474125,433,4231,433,451
1474126,4231,4231,451,451
1474127,4231,442,451,442
1474128,4231,4231,451,451
1474130,442,451,442,451
1474133,4231,433,451,433
1474136,442,4231,442,451
1474138,4231,4411,451,442
1474142,4231,433,451,433
1474147,4231,433,451,433
1474676,4231,4231,451,451
1474680,442,4411,442,442
1474689,4411,4231,442,451
1474692,4231,352,451,352
1474698,4231,442,451,442
1474701,4213,4321,451,451
1474705,451,451,451,451
1474709,442,433,442,442
1474723,343,442,433,442
1474738,41212,442,442,442
1474906,532,4231,532,451
1474907,442,433,442,433
1474908,4231,31222,451,442
1474909,4231,4141,451,451
1474911,3511,4231,352,451
1474912,4231,4231,451,451
1474913,4231,442,451,442
1474918,4312,4312,712,442
1474920,4231,433,451,433
1474921,442,442,442,442
1474922,4231,31231,451,451
1474923,4231,4231,451,451
1474924,4411,4231,442,451
1474925,4231,433,451,433
1474928,442,4141,442,451
1474929,442,352,442,352
1474930,4321,4231,451,451
1474931,4231,4231,451,451
1474932,442,4231,442,451
1474933,22231,4231,451,451
1474934,4312,4321,712,451
1474935,442,352,442,352
1474936,4231,4231,451,451
1474937,4231,4231,451,451
1474938,442,433,442,433
1474940,4312,4231,712,451
1474942,433,451,433,451
1474943,4231,4231,451,451
1474944,4231,451,451,451
1474945,4231,4231,451,451
1474946,4231,32311,451,451
1474947,4411,442,442,442
1474948,4231,532,451,532
1474949,4321,4231,451,451
1474951,31312,442,442,442
1474952,4132,433,532,433
1474953,4231,4231,451,451
1474954,451,4231,451,451
1474955,442,4231,442,451
1474956,4231,32221,451,451
1474450,4411,4231,442,451
1474958,433,4231,433,451
1474959,4231,4231,451,451
1474961,4231,4231,451,451
1474962,4231,4411,451,442
1474963,4411,442,442,442
1474964,3322,41311,712,451
1474965,433,442,433,442
1474966,4231,4141,451,451
1474967,4231,4231,451,451
1474968,4231,4231,451,451
1474969,4411,4411,442,442
1474970,442,4312,442,712
1474972,442,4231,442,451
1474973,433,4231,433,451
1474974,4231,4231,451,451
1474975,4231,4231,451,451
1474976,4411,433,442,433
1474977,4411,4141,442,451
1474978,442,4231,442,451
1474979,4231,4141,451,451
1474981,442,442,442,442
1474982,4231,4231,451,451
1474984,4411,4231,442,451
1474985,4231,4231,451,451
1474986,442,4231,442,451
1474987,442,4213,442,433
1474988,4231,4141,451,451
1474990,442,4231,442,451
1474991,4231,4312,451,712
1474993,442,4231,442,451
1474994,442,4411,442,442
1474995,4321,4231,442,451
1474996,352,442,352,442
1474997,4222,4231,712,451
1474998,4231,433,451,433
1474999,4231,4231,451,451
1475000,4141,433,451,433
1475002,4231,4411,451,442
1475003,442,5221,442,532
1475005,41122,4321,451,451
1475006,442,442,442,442
1475007,4231,4231,451,451
1475008,4231,4231,451,451
1475009,4312,3412,712,343
1475010,4231,532,451,532
1475011,4231,4231,451,451
1475012,4411,4231,442,451
1475013,4231,4231,451,451
1475014,4231,352,451,352
1474151,433,433,433,433
1474154,4321,4231,451,451
